OBJECTID,MXLOCATION,designvolt,status,description,type,Symbol,GlobalID,Shape__Length
128,NPL-SFD-A,220,COMMISSIONED,New Plymouth - Stratford A,TRANSLINE,220 TRANSLINE,0302f2c1-7d54-45a7-950a-2e26e49b23c9,41965.7257167274
129,OHA-TWZ-A,220,COMMISSIONED,Ohau A - Twizel A,TRANSLINE,220 TRANSLINE,b968249e-ad1d-46dd-8bcf-f6bfbb22b3f3,8655.86013553831
130,OHK-EDG-A,220,COMMISSIONED,Ohakuri - Edgecumbe A,TRANSLINE,220 TRANSLINE,be9c5945-3966-4b43-bcb3-bcbe22ad8b48,95693.3275929876
131,OKE-TMI-A,110,COMMISSIONED,Okere - Te Matai A,TRANSLINE,110 TRANSLINE,390730ef-1e21-4d98-8f3b-b537e56e99c5,26174.1506031375
132,OKI-WRK-A,220,COMMISSIONED,Ohaaki - Wairakei A,TRANSLINE,220 TRANSLINE,3d0d3a78-a7fc-45a5-bf31-d680501d53ad,22971.9179522816
133,OPK-SFD-A,110,COMMISSIONED,Opunake - Stratford A,TRANSLINE,110 TRANSLINE,c9bdbfcb-c6b0-4c92-8005-bffb66cd8e2d,39342.669490964
135,OWH-DEV-A,110,COMMISSIONED,Owhata - Deviation A,TRANSLINE,110 TRANSLINE,159bc191-729d-4689-a22f-e68ee15bf49d,11680.5112907432
136,PAK-PEN-B-CBL,220,COMMISSIONED,Pakuranga - Penrose B Cable,CABLE,220 CABLE,50e6fab7-15e8-4f62-84b8-acc9a1f3bc5a,9005.52479315407
137,PAO-TEE-A,110,COMMISSIONED,Piako - Tee A,TRANSLINE,110 TRANSLINE,f85f0bcd-7316-42fb-88c6-4c65b056c384,2484.47217059586
138,PEN-ROS-A,110,COMMISSIONED,Penrose - Mt Roskill A,TRANSLINE,110 TRANSLINE,761fede8-b46e-4637-b2d1-b3b79652c2be,10531.9940303195
139,PKK-TKR-A,110,COMMISSIONED,Paekakariki - Takapu Road A,TRANSLINE,110 TRANSLINE,aed4a205-3217-4c48-b4fc-4ead9fef029f,8086.34290000586
140,PPI-THI-A,220,COMMISSIONED,Poihipi - Te Mihi A,TRANSLINE,220 TRANSLINE,7f8b461b-3422-4ba3-a9bf-fa14005befb0,1669.20590105492
141,PRM-TEE-A,220,COMMISSIONED,Paraparaumu - Tee A,TRANSLINE,220 TRANSLINE,8d839028-6216-4cd5-b5cf-a02dd083365f,1343.89048825726
142,PRM-TEE-B,220,COMMISSIONED,Paraparaumu - Tee B,TRANSLINE,220 TRANSLINE,bf19c83a-8ec5-412f-a33d-1c9c6e5930ad,872.700924436204
143,RDF-WHI-A,220,COMMISSIONED,Redclyffe - Whirinaki A,TRANSLINE,220 TRANSLINE,285d9ce4-e210-40b9-8373-72a64135c945,23305.9015212972
144,RDF-WTU-A,220,COMMISSIONED,Redclyffe - Whakatu A,TRANSLINE,220 TRANSLINE,1312ff36-90c7-4a1b-88c8-dc8764871e64,9312.02351127233
145,ROX-ISL-A,220,COMMISSIONED,Roxburgh - Islington A,TRANSLINE,220 TRANSLINE,7b50e735-5cff-48de-bfe6-709ac48cd0d5,376353.813637196
146,ROX-TMH-A,220,COMMISSIONED,Roxburgh - Three Mile Hill A,TRANSLINE,220 TRANSLINE,b2f9bba7-399f-43b1-a5a9-bb51bf4751cd,101786.834027877
147,RTO-HTI-A,110,COMMISSIONED,Rangitoto Hills - Hangatiki A,TRANSLINE,110 TRANSLINE,170651ea-e98b-4f9f-b88a-374e73c0e99a,14154.6104738814
148,SBK-WPR-A,66,COMMISSIONED,Southbrook - Waipara A,TRANSLINE,66 TRANSLINE,c4787784-8cd1-4bb0-9d98-86680be3b5af,34897.0268998183
149,SFD-TMN-A,220,COMMISSIONED,Stratford - Taumarunui A,TRANSLINE,220 TRANSLINE,8494e33c-6e04-4dfa-bba1-2573c6fa54bc,109764.733710719
150,SMK-OTB-A,11,COMMISSIONED,South Makara - Oteranga Bay A,TRANSLINE,11 TRANSLINE,0934e363-59bd-417f-99ba-2e9a6f66f6a7,5071.46595053578
151,SMK-OTB-A1-CBL,11,COMMISSIONED,SMK-OTB-A1-CBL Section,CABLE,11 CABLE,39700108-2e0e-48a5-9b7c-4332b46517df,541.016510939602
153,THI-DEV-A,220,COMMISSIONED,Te Mihi - Deviation A,TRANSLINE,220 TRANSLINE,94b097d9-da68-47bf-9bae-741b24df98ab,481.362962710849
154,TIM-DEV-A,220,COMMISSIONED,Timaru - Deviation A,TRANSLINE,220 TRANSLINE,9f5d774d-ce26-4a28-a580-718d9f602fb7,32711.9909708183
155,TKA-TIM-A,110,COMMISSIONED,Tekapo A - Timaru A,TRANSLINE,110 TRANSLINE,b4b5ded4-078e-4550-a3cf-cb03cb672288,79684.9145236242
156,TKB-DEV-A,220,COMMISSIONED,Tekapo B - Deviation A,TRANSLINE,220 TRANSLINE,8747cd34-e471-489f-84a4-dd709f6fa3bc,3089.00844021533
158,TKR-WIL-A,110,COMMISSIONED,Takapu Road - Wilton A,TRANSLINE,110 TRANSLINE,c643383e-ef21-4320-a532-97b60a02bd15,18603.2096451841
159,TNG-TEE-A,220,COMMISSIONED,Tangiwai - Tee A,TRANSLINE,220 TRANSLINE,373e936b-0a51-449e-8f47-aab2f84a9ce8,10602.5553762937
160,TRK-DEV-A,110,COMMISSIONED,Tarukenga - Deviation A,TRANSLINE,110 TRANSLINE,1a8e4b9a-c949-4dd9-946e-ec747521a36b,1908.89857316929
161,TRK-DEV-B,110,COMMISSIONED,Tarukenga - Deviation B,TRANSLINE,110 TRANSLINE,b3b32b9a-4c5e-4251-b4d0-dd3e6936be73,4842.73416617163
162,TUI-BPE-A,110,COMMISSIONED,Tuai - Bunnythorpe A,TRANSLINE,110 TRANSLINE,bb8d1ce7-f06a-40c5-8b36-1474aeb7cdff,93305.758293029
163,TWC-TEE-A,220,COMMISSIONED,Tararua Wind Central - Tee A,TRANSLINE,220 TRANSLINE,4cdfad9b-3b89-469b-b72d-00b1b27310d9,5867.76376606088
164,TWH-DEV-A,220,COMMISSIONED,Te Kowhai - Deviation A,TRANSLINE,220 TRANSLINE,439f8884-c15f-4815-8396-336d56e5f3e8,2029.18832730599
165,TWZ-DEV-A,220,COMMISSIONED,Twizel - Deviation A,TRANSLINE,220 TRANSLINE,57e95e5e-946b-44fc-a391-32d6384f08c2,7851.3058532003
166,WHU-WKO-A,110,COMMISSIONED,Waihou - Waikino A,TRANSLINE,110 TRANSLINE,9471beb9-864e-439b-b1ae-33e95e53e928,20646.937548298
168,WRK-WHI-A,220,COMMISSIONED,Wairakei - Whirinaki A,TRANSLINE,220 TRANSLINE,c2e4c979-a182-4eb9-a34f-6d020acba4ce,114845.844315145
169,WRK-WKM-C,220,COMMISSIONED,Wairakei - Whakamaru C,TRANSLINE,220 TRANSLINE,693ff4d8-b336-4f10-9721-bb0fa98a14f5,40511.8490943764
170,WWD-TEE-A,110,COMMISSIONED,West Wind - Tee A,TRANSLINE,110 TRANSLINE,713d05d7-3140-4002-bd6a-3d1a2b2b695f,3165.45124681488
174,HOB-WRD-A-CBL,220,COMMISSIONED,Hobson Street - Wairau Road Cable,CABLE,220 CABLE,b5011c16-8d45-43fa-b7e0-d446f211f375,9620.66700254494
175,HAM-MER-B2-Z-CBL,110,COMMISSIONED,Hamilton Meremere B2 Cable Section,CABLE,110 CABLE,90118a36-d0c8-44c2-ba9c-3cf1ab7d8b9e,2475.59996723914
176,HAM-MER-B1-Z-CBL,110,COMMISSIONED,Hamilton Meremere B1 Cable Section,CABLE,110 CABLE,15cf9706-4461-47d1-ab3b-5db236ec2fbe,2301.26031917601
177,HAM-MER-B,110,COMMISSIONED,Hamilton - Meremere B,TRANSLINE,110 TRANSLINE,fd9f1a8c-0ec4-4806-b204-6a0ee5e6d741,58802.2815462617
178,EDG-KAW-A,110,COMMISSIONED,Edgecumbe - Kawerau A,TRANSLINE,110 TRANSLINE,2c42e033-6756-40a5-9062-9ba1e67a96df,13948.624775445
179,EDG-KAW-B,110,COMMISSIONED,Edgecumbe - Kawerau B,TRANSLINE,110 TRANSLINE,f28f88a5-f435-4f2f-a2ab-c1e23e3d0c25,14283.3805702382
180,GOR-TEE-A,220,COMMISSIONED,Gore - Tee A,TRANSLINE,220 TRANSLINE,fbbc2841-fd0f-475b-a4d7-613af084134c,2133.3092856485
183,BHL-WHN-A,400,COMMISSIONED,Brownhill - Whakamaru North A,TRANSLINE,400 TRANSLINE,2b122b82-abf1-43f7-b2b1-871f7ab90218,189053.734997568
184,BOB-OTA-A,110,COMMISSIONED,Bombay - Otahuhu A,TRANSLINE,110 TRANSLINE,fd4a9f8a-3fd8-4691-85ac-fed4536b206c,4909.95221498046
185,BPE-ONG-A,110,COMMISSIONED,Bunnythorpe - Ongarue A,TRANSLINE,110 TRANSLINE,1526304d-9b7f-4fd6-a99a-531bab7f3072,189242.485585665
186,BPE-WKM-A,220,COMMISSIONED,Bunnythorpe - Whakamaru A,TRANSLINE,220 TRANSLINE,ba7e88b4-0fa6-491c-b6ca-a20bd28e4025,230261.01343969
187,BPE-WKM-B,220,COMMISSIONED,Bunnythorpe - Whakamaru B,TRANSLINE,220 TRANSLINE,bd339a57-a412-411b-b8d9-da27d7e08bc0,230631.66991014
188,BPE-WRK-A,220,COMMISSIONED,Bunnythorpe - Wairakei A,TRANSLINE,220 TRANSLINE,9edaac53-1006-4c50-a4db-38bfa7ee228d,215057.139858066
189,HAI-TGA-A,110,COMMISSIONED,Hairini - Tauranga A,TRANSLINE,110 TRANSLINE,b96fffd8-2988-4904-a012-860e69e1b887,3805.43307263115
190,HAI-TRK-A,220,COMMISSIONED,Hairini - Tarukenga A,TRANSLINE,220 TRANSLINE,7223f3fa-a96d-4fb2-9b9b-2451aeef1668,39633.3648214313
191,HAM-MER-A,110,COMMISSIONED,Hamilton - Meremere A,TRANSLINE,110 TRANSLINE,858e4675-0864-4c9d-8bd0-ce52684b7c3e,58844.4895442499
192,HAM-MER-A1-Z-CBL,110,COMMISSIONED,HAM-MER-A Cable Section,CABLE,110 CABLE,aac48a80-9744-415a-9955-c4c7cccc87b1,857.224254885122
193,HEN-OTA-A,220,COMMISSIONED,Henderson - Otahuhu A,TRANSLINE,220 TRANSLINE,b7680c93-ed52-4629-ad0a-75bab46846ee,33182.3739895602
194,HLY-OTA-A,220,COMMISSIONED,Huntly - Otahuhu A,TRANSLINE,220 TRANSLINE,04866ecb-9078-4f02-85ad-bb75b7a71001,76974.4343634727
195,INV-MAN-A,220,COMMISSIONED,Invercargill - Manapouri A,TRANSLINE,220 TRANSLINE,1eaf7a73-12dc-4f18-8f12-1abe9b289524,145954.193641041
196,KHD-TKR-A,33,COMMISSIONED,Khandallah - Takapu Road A,TRANSLINE,33 TRANSLINE,f399a516-676e-4a22-91c8-231be35039ac,11655.6867500638
197,KWA-WIL-A,110,COMMISSIONED,Kaiwharawhara - Wilton A,TRANSLINE,110 TRANSLINE,ad021a28-b8ad-4940-b5eb-b1ef20eb6666,3234.93965585922
198,KWA-WIL-A1-CBL,110,COMMISSIONED,Kaiwharawhara - Wilton A,CABLE,110 CABLE,ed813bad-162a-4a82-82c9-1053f8151062,492.106454128432
199,KWA-WIL-A2-CBL,110,COMMISSIONED,Kaiwharawhara - Wilton A,CABLE,110 CABLE,7402a555-bb4d-4b9b-864c-015a722db349,494.178470858231
200,MGM-MST-A,110,COMMISSIONED,Mangamaire - Masterton A,TRANSLINE,110 TRANSLINE,7d8b1710-f08b-4bac-8f75-de7b10bb714b,56427.5240105242
201,MGM-WDV-A,110,COMMISSIONED,Mangamaire - Woodville A,TRANSLINE,110 TRANSLINE,a8b6d223-a333-4c82-87ed-8a3011a30617,26448.3862208373
202,MNG-OTA-A,110,COMMISSIONED,Mangere - Otahuhu A,TRANSLINE,110 TRANSLINE,56bf8ee4-2f87-48c1-b6cb-c0a516155aea,3994.63299719912
203,MNG-ROS-A,110,COMMISSIONED,Mangere - Mt Roskill A,TRANSLINE,110 TRANSLINE,5752a8a4-582a-4142-9e8e-161b4b4702ad,12274.8255617062
204,OTA-PAK-A,220,COMMISSIONED,Otahuhu - Pakuranga A,TRANSLINE,220 TRANSLINE,2b443346-a941-437f-9289-6cd7de5e8446,5815.41202286644
205,OTA-PEN-A,110,COMMISSIONED,Otahuhu - Penrose A,TRANSLINE,110 TRANSLINE,009a5583-c42d-462f-8848-cbc534d881e3,7373.83390953843
207,OTA-PEN-B,110,COMMISSIONED,Otahuhu - Penrose B,TRANSLINE,110 TRANSLINE,14f04367-e465-4716-b5f5-5809a07ab0e9,7317.26139341088
209,OTA-PEN-C,220,COMMISSIONED,Otahuhu - Penrose C,TRANSLINE,220 TRANSLINE,ff037d5f-4535-4850-9ae3-6a8886f389ed,10631.7259075016
210,OTA-WKM-C,220,COMMISSIONED,Otahuhu - Whakamaru C,TRANSLINE,220 TRANSLINE,c79fb5bd-fcdf-4238-a699-b92f687e6a9d,192292.688522047
211,OTB-HAY-A,350,COMMISSIONED,Oteranga Bay - Haywards A,TRANSLINE,350 TRANSLINE,7430d0da-2cdb-470f-bac5-4165fe8577d2,37203.7173128353
212,RDF-TUI-A,110,COMMISSIONED,Redclyffe - Tuai A,TRANSLINE,110 TRANSLINE,896cf19f-5209-4707-93b3-71cac3b02f21,97196.4947540718
213,ROT-TRK-A,110,COMMISSIONED,Rotorua - Tarukenga A,TRANSLINE,110 TRANSLINE,67b66915-7888-4821-bb0e-23cca4f793ec,11802.3141824532
