POC,Nwk_Code,Generation_Type,Trader,Unit_Measure,Flow_Direction,Status,Trading_Date,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,TP16,TP17,TP18,TP19,TP20,TP21,TP22,TP23,TP24,TP25,TP26,TP27,TP28,TP29,TP30,TP31,TP32,TP33,TP34,TP35,TP36,TP37,TP38,TP39,TP40,TP41,TP42,TP43,TP44,TP45,TP46,TP47,TP48,TP49,TP50
BEN2201,TPNZ,DC,TPNZ,kWh,I,F,2024-06-01,197682.0000,201351.0000,225765.0000,241720.0000,248229.0000,248597.0000,232874.0000,244469.0000,250638.0000,235445.0000,205637.0000,154562.0000,152734.0000,126795.0000,76933.0000,70615.0000,37305.0000,32449.0000,25761.0000,18173.0000,10733.0000,4107.0000,155.0000,25055.0000,33267.0000,62246.0000,84505.0000,81896.0000,69154.0000,85260.0000,78559.0000,80143.0000,49454.0000,47609.0000,18773.0000,15154.0000,17180.0000,18166.0000,26338.0000,31382.0000,30554.0000,33941.0000,30343.0000,38418.0000,90306.0000,106005.0000,124454.0000,157517.0000,,
BEN2201,TPNZ,DC,TPNZ,kWh,I,F,2024-06-02,190360.0000,210672.0000,225368.0000,206252.0000,210967.0000,223964.0000,212780.0000,202733.0000,235305.0000,212679.0000,162251.0000,160100.0000,110231.0000,64472.0000,45711.0000,27730.0000,2292.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3558.0000,0.0000,1368.0000,2618.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21715.0000,54686.0000,109398.0000,117944.0000,163720.0000,,
BEN2201,TPNZ,DC,TPNZ,kWh,I,F,2024-06-03,169172.0000,172900.0000,192888.0000,231047.0000,211393.0000,208680.0000,223293.0000,240628.0000,208596.0000,215477.0000,206019.0000,195813.0000,178270.0000,185366.0000,142344.0000,122505.0000,54182.0000,30313.0000,32295.0000,22486.0000,8689.0000,14722.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2792.0000,6640.0000,352.0000,11047.0000,84374.0000,182673.0000,209885.0000,236641.0000,,
BEN2201,TPNZ,DC,TPNZ,kWh,I,F,2024-06-04,210948.0000,224028.0000,227897.0000,240062.0000,238754.0000,230357.0000,225662.0000,218863.0000,221179.0000,192601.0000,148975.0000,100000.0000,47242.0000,28641.0000,269.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16045.0000,68545.0000,116215.0000,,
BEN2201,TPNZ,DC,TPNZ,kWh,I,F,2024-06-05,177668.0000,207466.0000,169394.0000,181348.0000,197981.0000,211977.0000,237832.0000,242150.0000,245944.0000,231675.0000,182800.0000,148831.0000,64803.0000,21966.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18324.0000,,
BEN2201,TPNZ,DC,TPNZ,kWh,I,F,2024-06-06,56601.0000,84994.0000,117260.0000,147335.0000,182655.0000,189939.0000,186766.0000,198249.0000,205661.0000,193922.0000,153126.0000,138206.0000,64118.0000,26440.0000,0.0000,0.0000,0.0000,0.0000,2576.0000,23347.0000,17961.0000,10596.0000,347.0000,12533.0000,0.0000,0.0000,0.0000,5217.0000,16818.0000,875.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3634.0000,17882.0000,41598.0000,71431.0000,,
BEN2201,TPNZ,DC,TPNZ,kWh,I,F,2024-06-07,87281.0000,76913.0000,68030.0000,72593.0000,72731.0000,71572.0000,73383.0000,78256.0000,68092.0000,51397.0000,25483.0000,9829.0000,421.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9868.0000,36318.0000,68506.0000,96545.0000,118302.0000,,
BEN2201,TPNZ,DC,TPNZ,kWh,I,F,2024-06-08,123275.0000,128931.0000,145511.0000,139200.0000,120400.0000,123845.0000,128382.0000,109327.0000,108690.0000,109241.0000,91823.0000,73744.0000,93081.0000,76144.0000,84932.0000,63801.0000,21351.0000,28016.0000,39194.0000,39194.0000,58677.0000,55251.0000,79966.0000,52325.0000,34030.0000,38882.0000,43342.0000,28287.0000,29038.0000,17828.0000,16306.0000,17074.0000,5187.0000,7879.0000,98.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11266.0000,16932.0000,21447.0000,29533.0000,33146.0000,70296.0000,86373.0000,105164.0000,,
BEN2201,TPNZ,DC,TPNZ,kWh,I,F,2024-06-09,100086.0000,116941.0000,128095.0000,138011.0000,167921.0000,158917.0000,169100.0000,180602.0000,188135.0000,181327.0000,183525.0000,183243.0000,146770.0000,124856.0000,141404.0000,130516.0000,92260.0000,94781.0000,82880.0000,76332.0000,75074.0000,79862.0000,77735.0000,66221.0000,92594.0000,100025.0000,88469.0000,70321.0000,80478.0000,41248.0000,53659.0000,64565.0000,36519.0000,13628.0000,10954.0000,5498.0000,0.0000,12239.0000,17357.0000,52654.0000,87735.0000,100371.0000,132146.0000,133166.0000,155511.0000,200551.0000,210546.0000,208765.0000,,
BEN2201,TPNZ,DC,TPNZ,kWh,I,F,2024-06-10,220900.0000,228891.0000,239395.0000,255937.0000,245868.0000,246478.0000,267926.0000,270310.0000,279623.0000,236953.0000,220650.0000,203121.0000,146140.0000,145861.0000,32506.0000,18518.0000,25895.0000,36711.0000,37806.0000,33043.0000,23746.0000,18401.0000,18389.0000,31457.0000,40060.0000,38024.0000,30861.0000,30979.0000,20151.0000,35410.0000,34620.0000,20191.0000,10296.0000,9876.0000,14547.0000,0.0000,577.0000,15096.0000,576.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13296.0000,52815.0000,79243.0000,110451.0000,,
