POC,Nwk_Code,Generation_Type,Trader,Unit_Measure,Flow_Direction,Status,Trading_Date,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,TP16,TP17,TP18,TP19,TP20,TP21,TP22,TP23,TP24,TP25,TP26,TP27,TP28,TP29,TP30,TP31,TP32,TP33,TP34,TP35,TP36,TP37,TP38,TP39,TP40,TP41,TP42,TP43,TP44,TP45,TP46,TP47,TP48,TP49,TP50
BEN2201,TPNZ,DC,TPNZ,kWh,I,F,2024-03-01,41143.0000,32875.0000,25795.0000,29473.0000,30887.0000,30279.0000,29410.0000,20976.0000,21521.0000,9965.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17927.0000,47258.0000,42903.0000,51795.0000,54080.0000,50259.0000,56263.0000,61634.0000,64141.0000,63737.0000,111715.0000,98679.0000,101585.0000,98592.0000,,
BEN2201,TPNZ,DC,TPNZ,kWh,I,F,2024-03-02,84383.0000,91982.0000,107083.0000,97420.0000,99402.0000,114009.0000,108302.0000,109323.0000,106952.0000,111470.0000,108230.0000,98092.0000,93608.0000,90766.0000,53806.0000,66720.0000,69741.0000,68840.0000,38443.0000,37696.0000,27472.0000,58026.0000,64215.0000,59157.0000,56293.0000,59293.0000,63590.0000,60794.0000,89181.0000,79323.0000,68247.0000,60836.0000,61343.0000,55290.0000,60683.0000,59810.0000,57588.0000,70202.0000,68881.0000,60550.0000,56923.0000,61991.0000,80891.0000,78625.0000,92643.0000,106918.0000,97414.0000,100127.0000,,
BEN2201,TPNZ,DC,TPNZ,kWh,I,F,2024-03-03,94797.0000,102257.0000,84477.0000,81792.0000,121479.0000,124542.0000,94079.0000,95683.0000,110446.0000,104285.0000,106040.0000,90617.0000,97604.0000,102969.0000,89269.0000,63418.0000,64445.0000,59314.0000,55481.0000,38654.0000,46100.0000,24800.0000,22932.0000,16531.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15549.0000,20277.0000,22750.0000,56161.0000,69622.0000,50525.0000,39493.0000,55551.0000,60412.0000,81352.0000,83669.0000,108583.0000,116782.0000,,
BEN2201,TPNZ,DC,TPNZ,kWh,I,F,2024-03-04,112887.0000,110827.0000,94473.0000,78475.0000,99712.0000,77337.0000,73964.0000,82342.0000,106979.0000,113856.0000,94019.0000,87282.0000,64099.0000,46901.0000,27963.0000,20446.0000,21642.0000,27153.0000,22230.0000,19787.0000,20357.0000,11215.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20800.0000,24437.0000,20177.0000,23876.0000,38382.0000,66725.0000,102334.0000,102869.0000,102001.0000,116053.0000,,
BEN2201,TPNZ,DC,TPNZ,kWh,I,F,2024-03-05,128363.0000,124371.0000,121328.0000,111046.0000,113533.0000,116678.0000,102053.0000,100814.0000,112481.0000,121176.0000,110636.0000,115424.0000,85545.0000,34272.0000,2883.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13970.0000,62157.0000,91635.0000,92207.0000,,
BEN2201,TPNZ,DC,TPNZ,kWh,I,F,2024-03-06,76347.0000,92903.0000,96657.0000,71383.0000,89583.0000,82299.0000,85906.0000,66793.0000,74887.0000,60607.0000,40607.0000,3649.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,28594.0000,55964.0000,70648.0000,,
BEN2201,TPNZ,DC,TPNZ,kWh,I,F,2024-03-07,62937.0000,65885.0000,64892.0000,64348.0000,75784.0000,81895.0000,86856.0000,87130.0000,97620.0000,103279.0000,79172.0000,65231.0000,40152.0000,4037.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9478.0000,47725.0000,50086.0000,50269.0000,41629.0000,47131.0000,74261.0000,73845.0000,80719.0000,89078.0000,95360.0000,86298.0000,80184.0000,,
BEN2201,TPNZ,DC,TPNZ,kWh,I,F,2024-03-08,65658.0000,80432.0000,80564.0000,71437.0000,83428.0000,79750.0000,79502.0000,65887.0000,75974.0000,57242.0000,34775.0000,21336.0000,1479.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11812.0000,41805.0000,71765.0000,80310.0000,,
BEN2201,TPNZ,DC,TPNZ,kWh,I,F,2024-03-09,85944.0000,102291.0000,122392.0000,125958.0000,115310.0000,106087.0000,106828.0000,103706.0000,119082.0000,127088.0000,128533.0000,105463.0000,115615.0000,102706.0000,111740.0000,69437.0000,61295.0000,60179.0000,57794.0000,56134.0000,38356.0000,27735.0000,24479.0000,14760.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15410.0000,48998.0000,74104.0000,74887.0000,64593.0000,62925.0000,64905.0000,56356.0000,66940.0000,71472.0000,75143.0000,95959.0000,105735.0000,,
BEN2201,TPNZ,DC,TPNZ,kWh,I,F,2024-03-10,107473.0000,125816.0000,113737.0000,91939.0000,97691.0000,96075.0000,80097.0000,67246.0000,53385.0000,39631.0000,19884.0000,19418.0000,18962.0000,19466.0000,23268.0000,754.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10562.0000,52624.0000,64369.0000,68950.0000,74822.0000,86914.0000,78303.0000,74297.0000,80222.0000,72827.0000,90820.0000,115769.0000,124359.0000,134236.0000,124866.0000,,
